feature_1	feature_2	feature_3	feature_4	feature_5	feature_6	feature_7	feature_8	y
0.7633104	2.870698135	1.707436884	1	0.617283331	0.980712581	7	5	84.73619367
0.55500585	2.624025065	0.335963674	10	0.815651149	0.995493522	6	7	80.8473242
0.603913743	2.85627038	0.032455072	3	0.50859403	0.96857721	7	9	32.37090599
0.630713652	3.4211717	0.570404714	1	0.769843007999999	0.972870612	8	14	75.68
0.692995833	1.817529365	1.233896597	1	0.781080414	0.852927865	6	14	84.51844894
0.577171951	1.938371559	5.329517927	10	1.0	0.853973920999999	6	2	85.06
0.594774289	2.792872201	0.687922297	1	0.561087932999999	0.972428735	7	8	82.4549275
0.3898512	2.123901635	2.303183024	10	1.0	0.958607414	6	4	66.79890347
0.6331565	2.27585431	2.111491338	1	1.0	0.990720976	6	1	85.06141871
0.593112788	2.594125464	1.142715883	1	0.817160985	0.981131859	5	9	78.55242023
0.4695305	1.966876424	0.696794232	1	0.727192482	0.991426286	4	2	80.36
0.519451052999999	1.988804651	1.142376994	1	0.953994125	0.920038639	6	13	79.84257021
0.419594462	1.487965728	0.716722055	1	0.722625637	0.701374852	7	13	85.0166390999999
0.562231974	2.922371656	0.844847470999999	2	0.927205108	0.957009546	7	8	80.06
0.514140429	1.543113839	5.20272225399999	10	1.0	0.857263241	7	1	78.40305901
0.627072687999999	2.932571719	0.802764139	1	0.684043177	0.998640154	7	10	81.48897803
0.425930442	2.678459922	0.911929373	1	0.728603219	0.921580492	7	12	89.25293334
0.610656545	1.40445157099999	0.050168967	10	0.581300423	0.750234404	5	3	81.15052463
0.706538842	2.292097026	0.821854287	2	0.848810663	0.764647115	7	18	79.56668373
0.590171541	1.574287047	0.237955434	10	0.510210315	0.882877189	6	1	79.5457189999999
0.458268654	1.815437757	0.32901152	10	0.946568733	0.86535193	6	1	76.40731813
0.4786152	1.598345435	0.108854397	1	0.761807415	0.981103365	5	6	85.06
0.676889559	2.788524035	1.330399814	10	0.840012115999999	0.969626991	7	2	81.81610823
0.543661895	2.854846312	0.865264446	1	0.750428819	0.999822578	7	11	79.87329546
0.569128611	3.032431942	1.356624353	1	0.776634105	0.952598178	7	12	90.13455308
0.70653185	2.763765502	1.078071844	1	0.891879566	1.0	5	18	86.24803503
0.513325818	2.331612954	1.555974978	2	0.968635837	0.939717313	7	4	77.08497076
0.515392636	1.837372946	2.496204539	10	0.908360599	0.941278403	6	1	77.42858401
0.208059579	1.865388184	2.962761305	1	0.592395706	0.923903591	4	2	77.61747566
0.641408487	2.382867286	1.37146907	1	0.99017497	0.982943158	5	5	78.25499035
0.627802361	1.836570255	0.160679328	10	0.833121215999999	0.967243722	5	1	76.93
0.590769059	3.848929107	0.975317742	1	0.634856575	0.971501035	10	2	78.82
0.641887091	2.380869437	3.179832318	10	1.0	0.994890291	6	2	86.22014434
0.741763513	2.851537447	0.9759532	1	0.830053303	0.961225104	7	16	85.67435544
0.60806887	2.393951332	1.036045279	1	0.969675499	0.960592251	5	2	85.06493338
0.598738599999999	2.924827767	3.506759419	1	0.892470099	0.969855216	7	15	90.13
0.593659971	2.392902179	1.013909284	1	0.822687416	0.986161245	5	8	80.03025823
0.597389316	2.903911583	0.019946436	5	0.657898277	0.950142608	8	14	79.3806828
0.547150742	2.160141422	0.080226608	1	0.693411021	0.997366449	5	7	79.66422254
0.570388171	2.784892132	0.13784037	1	0.617781248	0.955257612	7	5	68.0534248
0.65880825	2.874076377	1.186520243	1	0.785785137	0.992260262	7	12	89.25293334
0.4842616	1.758115843	0.08673231	10	0.656509608	0.992484863	4	1	82.14719936
0.697208688	1.489686118	1.549587387	10	0.926945708	0.692166495	6	15	78.66996352
0.633164375	3.295224956	1.297931674	1	0.82014198	0.969642521	8	13	85.06377012
0.649148543	1.931235419	0.886433772	10	0.758893185	0.942721739	5	11	77.11252421
0.649864895	2.327699424	0.08200448	10	0.662683814	0.966397051	5	10	83.11
0.5264118	2.301624659	0.001761561	10	0.700419835	0.890402329	7	2	80.17014667
0.512832296	1.635484408	0.802461252999999	1	0.862358585	0.907771904	5	2	76.59508343
0.551770429	2.788746663	0.975293655	1	0.871948432	0.986394514	7	2	79.87
0.582475531	1.688580088	1.672224866	1	0.990430305	0.693598183	7	10	75.31767915
0.493342707	1.706866142	0.601098115	10	0.510918142999999	0.726249109	7	2	67.0752074
0.701400128	3.07509939399999	1.013965166	1	1.0	1.0	6	1	82.14
0.574518173	2.766514616	0.655997552	1	0.843413746	0.949146445	7	5	89.25
0.635937739	1.172265705	0.083614945	10	0.67832608	0.737157773	4	1	82.12499963
0.561337607	1.632608358	3.374250171	10	0.988279685	0.719367385	6	11	74.7
0.660222806	2.477333548	0.592331618	10	0.79136022	0.956125715	6	6	67.17
0.685323083	2.218935625	0.419469479	5	0.843814232	0.726622243	8	14	75.03019874
0.672949525	1.980526238	2.745521522	10	1.0	0.947688107	7	1	87.01862308
0.623517439	3.075054749	0.035351137	1	0.735726173	0.995932231	7	6	81.02844838
0.68100825	2.644270535	0.618193206	1	0.795986735999999	0.965484231	6	3	90.13
0.632952699999999	1.732991834	0.097164408	1	0.673530465	0.965337884	5	13	84.15426782
0.52861168	3.544144246	3.542654575	1	0.92016542	0.903813108	10	14	90.13455308
0.633308	3.061988147	0.913006917	1	0.925293566	0.998127677	7	16	89.42354703
0.612586238	1.987469632	0.010037933	10	0.618670544	0.978290682	4	6	82.34539534
0.461985	1.880255525	1.051389994	1	0.962784905	0.816297034	7	11	78.57
0.338693479	2.093666568	1.113798009	1	1.0	0.980203248	7	4	79.14701708
0.491132727	1.792475641	2.716966526	10	0.957928028	0.940184566	3	2	79.21334369
0.511935933	2.028682463	1.027773894	1	0.902664197	0.964799337	6	1	77.91272808
0.407449756	2.572748428	0.828796562	1	0.81771669	0.958968101	7	1	83.13
0.727329639	1.225550888	0.564475988	10	0.82575172	0.559495602	7	15	84.72558787
0.631691	1.906598991	0.784864146	10	0.955649294	0.967952651	5	1	87.38825071
0.608108568	1.798964319	3.134264931	10	0.962336102	0.984609899	4	1	80.20394033
0.547200194	1.524062106	2.533233098	10	1.0	0.925675963	4	1	68.1448698
0.642791345	3.178552922	0.81806783	1	0.817708537	0.991111367	7	19	90.13
0.450689105	1.902985672	0.026782339	10	0.636946615	1.0	5	8	72.99760534
0.328322	2.020003391	0.511064221	10	0.991553649	1.0	4	4	83.11598339
0.734246667	1.86597395	0.020862506	10	0.627931738	0.712121457	7	14	86.58525343
0.695026889	2.188105053	0.53598983	1	0.724707288	0.904814523	6	4	86.95989812
0.545174524	2.47894197	0.132677919	10	0.797033680999999	0.967954755	6	4	83.4317907999999
0.507833421	2.269423402	1.715317944	1	0.986260417	0.973185335	5	2	86.8057932
0.607473815	2.149351286	1.042691098	1	1.0	1.0	4	10	84.14061689
0.613381703	2.650349668	0.737336606	10	0.798828062	0.965478833	7	11	78.63243089
0.381911188	2.023509824	0.0	1	0.0	0.981351877	4	1	81.15639071
0.601585083	2.558421855	0.048769373	10	0.670265068999999	0.971494321	7	16	85.38074079
0.659516789	2.29824838	0.912000421	1	0.812758332	0.97467226	6	3	81.15287604
0.545086816	2.417587055	0.018799362	10	0.56194874	0.984364153	6	15	83.10421434
0.6357929	2.63930026	1.614410312	1	0.87451968	0.898897544	7	17	86.95989812
0.582965538	3.252727023	0.124880234	1	0.679710328	0.990870967	7	11	73.3
0.667010107999999	2.867390265	1.080703236	1	0.783951258	0.98577268	7	2	86.32125397
0.645169118	2.340746204	0.580659841	1	0.714053832999999	0.950666846	7	9	86.36347017
0.565991332999999	2.745488623	0.006014541	10	0.624849774	0.988816775	7	4	80.17840105
0.706282167	2.727054935	0.995314212	1	0.665850296	0.898490638	7	16	89.25293334
0.577518059	1.795591063	0.383406461	2	0.812735203	0.718422814	8	4	84.25287384
0.588770895	1.943390275	0.243603215	10	0.598131969	0.966762133	5	4	81.15621559
0.56230812	1.673046238	0.184860541	10	0.624450741	0.960311622	4	1	80.68548842
0.510379833	1.726748494	1.49159174199999	10	0.898846313	0.89001808	6	9	71.02
0.425688235	2.479442123	0.463699495	2	0.785147655	0.985104307	6	1	79.80732717
0.614230455	2.580219804	0.922617248	1	0.982556191	0.991654203	6	2	81.97909474
0.46226217	2.300924358	0.0	1	0.0	0.964829353	6	1	80.85605367
0.575193232999999	2.695056885	0.851958395	1	0.642623348	0.946285471	7	9	85.30761089
0.556147757	1.992446435	0.0	10	0.630929754	0.955644094	6	2	76.27793766
0.51666375	1.237655356	0.235638428	10	0.76053049	0.910648791	3	7	79.21313168
0.659396146	2.750510085	1.097810939	2	0.626501397999999	0.938669722	8	3	86.36347017
0.7483685	2.510669197	0.000307	10	0.47924543	0.954757589	6	10	87.30967431
0.61106141	2.583678176	1.262588229	1	0.826490451	0.994516377	7	4	80.51
0.53521225	1.531235458	0.602235747	10	0.931827334	0.640915447	7	13	79.33542101
0.452243968	2.205756139	0.060097548	10	0.591107963	0.95689041	6	16	81.17
0.727580167	2.061348639	0.472915831	10	0.777864790999999	0.720877009	7	7	81.72
0.593912111	2.613927349	2.729451234	10	0.974753626	0.933978675	7	3	85.27356004
0.671128086	1.918790135	0.267779649	10	0.75994561	0.859436082	4	6	83.12
0.443445208	1.831254152	1.209312068	1	0.556148866	0.886300083	7	9	79.22356237
0.602854263	3.011319355	0.960190338	1	0.839340748	0.996141084	7	15	88.19
0.654418	2.444949554	2.987611496	10	0.967212374	0.95441799	7	12	82.13799373
0.50411381	2.742735813	1.973923088	10	0.794981462	0.966059936	7	2	79.72713508
0.470306025	1.946313532	0.541444634	10	0.603745171	0.989620428	6	4	76.291883
0.535270273	2.762447841	0.771539863	1	0.985737626	0.990510314	7	9	78.63
0.534113515	1.51821776	0.506700336	10	0.941618304	0.780687043	5	3	76.2897067
0.624886326	2.689011462	0.671674749	1	0.553718926	0.970191145	7	2	87.78584568
0.646222355	2.588207883	1.526740851	2	0.909348492	0.978722712	7	12	76.31
0.406942909	1.46756112	2.080004671	10	1.0	0.768872893	6	2	74.78594461
0.658844974	2.379022684	1.979166667	1	0.960021195	0.898389515999999	8	5	82.79
0.522249533	0.893067215999999	1.925305189	10	1.0	0.694339482999999	4	2	81.25860742
0.527200231	2.347418978	0.930672269	1	0.983376777	0.986911219	5	5	76.87235578
0.480846975	1.549203963	1.371492142	1	1.0	0.764108237	7	12	70.84
0.699643848	2.868788335	1.894622382	1	0.843849711	0.974655582	7	10	85.71
0.576649917	2.6165873	0.505267206	1	0.563047036	0.968233937	6	12	88.19
0.640910375	3.042975649	0.12643242	1	0.711631493	0.86347024	8	19	83.13210503
0.6610728	3.106672257	3.84752939	1	0.967803418	0.968572865	7	10	80.03583572
0.371865098	2.328608559	0.136695155	1	1.0	0.963436385	7	5	67.58572646
0.47132215	1.853537956	0.0	10	0.630929754	0.924662635	5	2	75.2687407999999
0.701987765	2.260907115	1.105375273	10	0.780065015999999	0.966360071	6	8	84.09263468
0.616416864	3.027116668	0.079166667	2	0.791102295	0.988034293	7	14	76.30040853
0.505574681	2.024246211	0.0	10	0.630929754	0.881704639	6	1	61.2234821
0.767312357	1.954168522	0.411213947	1	0.762929851	0.904223393	5	2	86.95989812
0.332238283	1.442260519	2.476077929	10	1.0	0.821453990999999	5	1	68.66512639
0.552390886	2.424695328	0.344817056	10	0.454199658	0.987526379	7	10	78.24
0.534229875	1.720272344	0.001534487	10	0.639574881	0.921217937	5	10	73.57821416
0.3870122	1.296787785	1.192401552	1	0.843028428	0.705423412	7	12	80.90070295
0.655142897	2.399556633	0.018492086	10	0.561784432999999	0.957331537	6	5	84.07868933
0.537849611	1.744201194	1.818995765	10	0.781537979	0.735464707	6	12	82.45
0.4506392	1.819072104	0.223449156	10	0.56706144	0.943091553	5	4	81.15052463
0.674985839	1.063494213	0.809219477999999	10	0.814450317	0.676682716	5	1	84.08694372
0.482477	1.34795180699999	0.07144111	10	0.60249708	0.609741092	7	15	80.49772313
0.385468	1.365321742	1.336603101	1	1.0	0.687471651	7	9	74.82506648
0.351678061	1.265905457	5.288361582	2	1.0	0.724520988	6	7	79.21
0.548157547999999	2.551865223	0.251553434	1	0.634603933	0.982712454	7	11	78.58518936
0.670622231	3.251146832	1.000752445	1	0.950909284	0.983804878	7	2	77.25507921
0.60380655	1.947284357	0.147115488	10	0.658310288	0.983178322	4	1	82.15
0.595257778	1.779108306	0.066418043	1	0.514465329	0.995281587	4	1	77.93328308
0.637730067	2.486295664	0.002383972	10	0.729031029	0.970247264	7	12	86.03589371
0.62826064	3.142000349	1.002234789	1	0.988235821	0.973218482	7	13	74.91
0.506576636	2.656949334	0.072339555	10	0.546840677	0.979170863	7	4	80.5
0.487681579	2.652367976	1.64203515199999	10	0.973732806	0.938951434	7	14	81.4804525
0.700423277999999	2.551745332	0.674441622	1	0.490463893	0.848579421	7	4	82.14937566
0.569569139	1.106661966	0.63511845	10	1.0	0.72121229	5	1	76.65248011
0.6201553	2.374775242	0.012104688	1	0.661628117	0.968151654	7	5	80.34121244
0.506645172	1.757586533	0.996880499	1	1.0	0.840769927	7	9	80.6687889
0.490148977	1.653696997	0.0146075339999999	10	0.630063403	0.950888367	5	7	80.18665544
0.337102786	1.547451541	0.270498518	1	0.663493653999999	0.984080964	5	15	86.46170797
0.388170432	1.352881485	1.51268092099999	1	0.986896198	0.831331658	7	6	71.44740184
0.665825932999999	2.651590499	0.297669622	6	0.905088551	0.923862544	7	9	84.73
0.518686815	2.465421671	1.400293457	1	0.924541708	0.976453478	8	3	79.0635752
0.539893564	1.904632188	0.238785247	10	0.737016072	1.0	4	4	70.76231124
0.478841103	2.566375914	0.0	1	0.630929754	0.988991916	7	2	75.30962871
0.673048083	1.084997934	4.287288815	10	0.879833341	0.538130223	6	17	74.0
0.7239147	2.585746011	0.522065389	1	0.706580779	0.876485484	8	16	86.65452139
0.72133304	2.00055506	3.582889491	10	0.911257246	0.986656611	3	2	75.49235431
0.476603892	2.449574837	0.994682788	1	1.0	0.997963511	6	2	83.11
0.5668265	1.816517691	1.723078006	1	0.937069375	0.719054609	7	13	78.89011983
0.678204975	3.209732237	0.07229351	6	0.564778381	0.969718537	8	13	70.92206112
0.623761061	2.570199588	1.25713519999999	1	0.669716465	0.976241222	5	5	88.75474318
0.730064343	2.390034089	0.503824227	1	0.678016547	0.984811219	5	9	82.68985705
0.586832437	2.30754501	1.042180211	10	0.801909027	0.881034234	6	6	82.31746775
0.485950804	2.543294067	1.066615812	6	0.755963092	0.865454614	8	9	77.25
0.507028143	3.501607594	0.607953098999999	1	0.649444882	0.977919778	9	12	79.15
0.331608387	1.885894514	0.623002689	1	0.844717706	0.994137958	5	3	88.18086338
0.551098773	2.998584413	0.538924911	1	0.896780013	0.904809842	8	13	90.13
0.374291227	2.19947165	0.821602405	5	1.0	0.951073999	5	3	72.56285125
0.503607455	2.023707374	1.55247531	1	0.764845389	0.841528295999999	7	11	75.97283207
0.402211	1.811360833	0.011286242	10	1.0	0.977294656	5	7	79.22946534
0.551091	2.03680739	2.254641147	10	0.956701831	0.911362978	6	1	80.19
0.695824152	2.236791695	0.759148122	10	0.715569555999999	0.991540711	5	9	82.45
0.453641056	2.974111884	1.42269126699999	1	0.840976026	1.0	6	11	86.24803503
0.292725182	1.412289479	1.764495553	10	0.967054118	0.845302470999999	6	1	80.11912493
0.680367556	3.465146995	2.063948931	1	0.925044534	0.979822194	8	13	75.63457273
0.43430019	1.844759046	0.018355166	10	0.619630057999999	0.779979009	7	15	76.93052715
0.483458923	2.929255072	0.988867885	2	0.990656347	0.994767924	8	16	76.40581442
0.721413235	2.881291404	1.17780326	1	0.770372812999999	0.976462873	7	1	85.70831725
0.698036524	3.307479684	0.375239151	1	0.752580172	0.973052889	8	20	88.59778042
0.650429588	2.159677258	1.26208563	10	0.912231316	0.966251929	6	1	76.93309057
0.581711034	1.836380212	0.18960692	10	0.503800169	0.917212483	4	1	80.2
0.52860675	0.880886368	0.0	10	0.430676558	0.71263596	4	5	72.75
0.574297132	1.237071399	0.022577462	10	0.75986059	0.882716761	5	11	79.43629219
0.515346579	2.771509101	0.019586204	6	0.54325569	0.985132519	7	11	75.32593353
0.501754931	1.572248193	1.275003432	1	0.672943487	0.697312425	7	13	82.98052483
0.508727542	1.336575728	3.08467024	10	1.0	0.78710526	6	1	85.06
0.687117094	2.244107836	0.474891012	10	0.678077328	0.971353036	6	7	78.42
0.709495395	1.622728359	0.623091469	10	0.753291702	0.691274805	6	7	81.5260644
0.637944952	2.205221719	0.036379167	10	0.574181152	0.879752827	7	10	89.48
0.56806116	2.696380546	1.047120052	1	0.757418968	0.976587329	6	4	82.14150839
0.636716219	2.603771751	0.828425016	1	0.629099152	0.98145785	5	9	88.75474318
0.759785	2.809456061	1.006285142	1	0.967213744	0.994309458	6	3	85.06
0.567591583	2.66682602	0.723495339	1	0.71653132	1.0	5	9	84.29434533
0.577008738999999	1.586552108	0.127652161	1	0.681989029	0.923006113	5	15	85.88782816
0.588163865	1.976554228	0.158475495	10	0.665732998999999	0.946667011	6	2	74.98983155
0.582513208	2.626751684	0.008069428	10	0.691263579	0.982812114	7	13	86.04
0.480465606	1.707133498	1.269828475	1	0.583439425	0.864445024	7	9	80.20042567
0.618727108	2.875373768	1.146240061	1	0.685588813	0.982797098	7	5	81.79977458
0.591572208	2.485156112	2.140167313	1	0.617287676	0.872403294	7	16	90.13455308
0.722949973	1.478834304	0.10427354	10	0.686574405	0.705036760999999	7	17	79.64443851
0.52382785	1.948803654	3.211292406	10	0.991492595	0.927403803	6	1	76.3
0.553066342	2.644709888	1.24203906099999	1	0.963703074	0.988742755	7	11	84.94
0.688176	2.171895657	1.373680815	1	0.897003742	0.898973628	5	12	86.46170797
0.650244351	2.119645365	0.559816902	10	0.896988525999999	0.86547412	6	11	83.17979282
0.493878553	2.83995128	1.430841181	1	0.784606109	0.863484253	9	2	75.7
0.384876591	2.852000603	0.894662525	1	0.839515365	0.995305278	8	1	77.25507921
0.517587276	2.665637452	0.080677932	10	0.482477531	0.952176796	7	12	85.05
0.632290147	1.659202892	2.234746047	10	0.894502674	0.650876851	7	11	71.64257701
0.428748	2.638845858	0.110499498	10	0.589915107	0.985288689	7	8	79.85
0.41365	1.559175426	1.272154714	1	1.0	0.860755945999999	4	5	73.36723296
0.572377515	2.336382967	0.993299107	1	0.747118227999999	0.985530308	5	8	88.75474318
0.742125727	2.786085126	0.799195271	10	0.83573214	1.0	7	4	84.48184427
0.615681167	2.449808157	0.016974295	10	0.675207421	0.937101402	6	16	83.75936726
0.560680947	2.733565449	1.10584731	1	0.667412728	0.974208487	6	2	85.06
0.62366722	3.193194311	1.062911645	1	0.713547454	0.988915563	7	8	83.11
0.63633073	2.379006449	2.690657939	10	0.876777859	0.972449095	6	3	83.43
0.386299086	1.492434466	0.504939489	10	1.0	0.963181415	5	1	80.61399848
0.519334657	2.905493574	1.510106896	1	0.84638906	0.991339438	7	15	75.15271041
0.704951980999999	2.631139072	0.221223963	10	0.76529724	0.919614307	7	11	76.06696951
0.4973879	1.65747037099999	4.097199197	10	1.0	0.914495815	7	1	88.11104326
0.461813656	1.144922361	0.58463545	10	0.925759343	0.865028628	4	2	65.92356373
0.685461865	2.916645717	1.727275095	1	0.718570626	0.988898907	7	3	86.32125397
0.591202	2.385852089	0.852986272	1	0.516703868	0.99410175	5	7	80.18
0.691848999999999	2.693867663	0.027132757	10	0.582943367	0.95188519	7	10	80.19
0.346267	1.630929754	1.790805361	1	1.0	1.0	6	3	78.23
0.611370648999999	2.003423389	0.389476344	10	0.823398205	0.844609427	6	4	81.16
0.716242099999999	2.561606312	0.045555792	10	0.654743326	1.0	4	7	85.13699719
0.626178167	1.68628732	0.618157069	1	0.792837820999999	0.752008729	7	10	85.25
0.623751571	2.673736552	0.754527498	1	0.704680007	0.906825038	7	11	86.65452139
0.631030657	1.888161406	0.182299181	10	0.764656072	0.927005259	6	5	74.17317603
0.625416	0.886300575999999	0.612458308	2	0.776939068	0.625701137999999	6	5	81.52037344
0.581789944	2.893166547	0.766397434	1	0.87793148	0.95490467	7	15	78.0
0.675997472	2.095752983	1.420819597	1	0.765240344	0.899318444	6	5	85.98542313
0.545415059	2.837148321	0.495559039	1	0.755222619	0.961272403	8	6	80.67187043
0.55195997	2.122263697	0.083430854	10	0.517976702	0.96689265	5	1	77.26
0.563209167	2.717156766	0.0	1	0.0	0.9634534	7	8	78.97
0.651035024	2.61255432	0.491364522	10	0.551293609	0.977588584	7	3	82.14
0.410258043	1.848930599	0.84606316	10	0.986234508	0.753928403	7	7	68.42304586
0.54310895	1.866248208	2.616064979	10	0.939753556	0.871359267	5	1	73.37197268
0.374040083	1.715962254	0.659479202	10	0.9241263	0.95294097	3	1	80.11912493
0.522450895	1.75166631199999	0.0	4	0.356207187	0.850925133	6	2	74.94768167
0.46139275	2.997953865	1.880227856	1	0.648399551	0.988362585	7	12	85.59288212
0.589460121	2.335678247	1.59411961	1	0.777117183	0.984558337	5	8	89.0972873
0.554669182	3.134317478	1.064954921	1	0.71900127	0.897487605	8	17	90.13
0.681184789	1.707297715	0.104423623	10	0.687530069	0.849770765	4	2	80.1817406
0.449635025	2.243335612	1.595301393	10	0.901966861	0.983731905	6	8	83.43
0.52937825	2.675007092	0.017224092	10	0.637162163	0.991225564	8	7	71.82173229
0.69045	1.87344112	2.536487081	1	0.907991344	0.873641896	7	2	86.86704288
0.402670808	2.378419263	1.762095591	1	1.0	0.985799025	7	2	78.12
0.290846238	1.530795608	0.006171281	10	0.660223299	0.984150178	6	4	85.13699719
0.520967	1.36924028199999	0.006860755	1	0.687114932	1.0	5	1	82.68985705
0.576538371	0.965009579	0.95407223	10	0.982780258	0.619536017	7	3	80.54589845
0.552874293	1.264716644	0.0	10	0.514374527	0.695149427	7	1	75.67426271
0.557312488	2.913368024	1.298826154	1	0.984381739	0.962070103	7	8	80.0
0.60849208	3.239986431	1.56296651	1	0.796038385	0.894352134	9	19	89.25293334
0.347394289	1.970350046	1.071184489	1	0.801915910999999	0.789966184	7	13	73.25
0.667840581	2.066868409	0.00453727	10	0.533441643999999	0.902849439	5	1	78.08699921
0.468079459	2.153243079	0.104024177	1	0.60692833	0.999160126	6	2	85.06
0.554767332999999	1.947973921	0.014206144	10	0.64521529	0.888385844	6	5	79.87284921
0.744243740999999	2.118357137	0.246246338	1	0.807016505	0.988919857	5	5	84.63880704
0.560201553	2.042010084	0.623378814	10	0.708336694	0.768568167	7	2	81.47
0.388958708	1.59690097	0.925958461	1	0.82482359	0.760200842	7	13	74.82506648
0.556166045	2.693843006	0.079247115	10	0.667979875	0.970267889	7	2	80.5
0.604937757	2.446270918	1.150702228	1	1.0	1.0	5	6	84.63880704
0.714611657	2.549649561	0.804764044	1	0.895722547	0.986617307	5	17	89.0972873
0.554913307999999	2.056621313	0.851513684	10	0.923432376	0.901049145	7	1	78.22945106
0.4316678	1.648706036	3.431807056	1	0.974973303	0.976446948	3	4	70.42178336
0.494194415	2.733773446	1.55355101199999	1	0.831307772	0.973559254	7	10	83.11
0.613505632	2.113899137	0.785881172	10	0.82547709	0.969174252	6	1	82.15
0.54814125	2.305432435	2.168364446	10	0.669341502	0.83982159	7	15	86.36
0.573322652	3.212645442	2.424625118	1	0.93345151	0.899471681	9	15	89.25293334
0.660603455	2.687337141	1.031102069	1	0.857673951	0.993295311	6	12	83.31635567
0.600930091	3.058104803	2.903436911	1	0.920376458	0.943048844	8	14	78.73063547
0.695898237	2.799844552	0.893245052	1	0.928900695	0.908260422	8	4	88.53894313
0.550819095	2.264527507	0.461846348	7	0.701917454	0.772561411	7	9	77.61
0.688667343	2.140890823	2.344105471	1	0.920553908	0.901049785	6	5	86.95989812
0.537990848	3.024186032	0.63565535	1	0.819835845	0.977771182	8	13	89.47940017
0.624325563999999	2.269829142	0.516280024	10	0.595474099	0.960628882	6	3	83.11
0.525568477	1.894578757	0.49187946	10	0.687390255999999	0.743475747999999	7	1	78.54051875
0.750066	2.556417151	1.698976632	7	0.676296435	0.793158756	7	12	78.58630576
0.45893025	1.330361314	0.693757635	10	1.0	0.765614803	5	1	76.77694576
0.539596907	2.170303688	1.200626577	1	0.898293025999999	0.866038338	8	15	82.21100879
0.499109097	2.526688748	1.365510482	1	0.820307736	0.949160422	7	1	80.80339671
0.488728	1.948918204	0.110903164	10	0.68889613	0.957737132	6	5	80.52
0.600248955	1.990227476	1.800359094	10	0.855220962	0.747335513	7	14	79.64443851
0.56447585	1.284996637	1.418223029	10	0.631430684	0.617521284	7	10	75.49101595
0.3292085	1.435158024	3.022754511	10	0.811805492999999	0.878601125	5	4	58.94317097
0.526212611	1.995525754	0.806838305	1	1.0	1.0	3	1	65.83422667
0.627024071	2.363216259	0.0	5	0.583553491	0.867156365999999	7	2	73.0606960999999
0.604391958	2.857519547	0.939480799	1	0.634001861	0.971870809	6	15	79.93962975
0.749186324	2.868563836	0.814916651	1	0.897949775999999	0.96775386	7	10	86.64883043
0.6772939	1.75490604	1.439651377	10	0.97736879	0.737811863	7	11	77.59393445
0.6082385	2.385622986	0.994588515	1	1.0	0.993012168	5	2	85.06493338
0.38855903	1.569400915	0.315476297	10	0.69389338	0.738628805999999	7	9	72.32194971
0.650759692	1.742849574	1.692241658	7	0.773718469	0.647404777	7	16	71.87128942
0.622269526	1.844555626	0.999817107	10	0.809141977	0.73417386	7	3	80.61322254
0.734948816	1.736922122	0.464457556	10	0.819038468	0.658333968	7	12	77.39785295
0.494007111	1.911007004	0.042139145	1	0.705752701	0.998533525	5	9	80.03025823
0.621166051	1.552185126	0.614759436	10	1.0	0.728121070999999	6	2	73.90148409
0.467262348	2.048899576	0.577671418	1	0.53631905	0.847283829	7	11	82.15
0.628319333	2.946988792	0.07800153	1	0.572217698	0.98826468	7	16	79.94
0.614229277999999	2.109471086	1.568197026	10	0.926931562	0.96356776	6	1	81.49
0.410165222	1.72589497	0.0154481939999999	10	0.514650489	0.991132035	4	13	77.44604402
0.516551132	1.542179376	0.276623788	10	0.721191767	0.810387729	5	2	61.32
0.736004366	2.298364822	2.120119831	10	0.820791124	0.946922276	5	2	84.29434533
0.505701296	2.380308483	0.23147671	10	0.661608455	0.913726794	7	1	79.21814255
0.508947596	2.405632746	1.481406108	1	0.504750987	0.937480576	7	4	84.74209664
0.595920917	1.790715219	0.600370533	1	0.733471432	0.70111925	7	15	83.06768911
0.572863286	2.557261235	1.721849009	1	0.816268551	0.979684542	5	7	80.03025823
0.596157725	2.442866201	0.055961311	10	0.483264164	0.954298267	7	1	79.22
0.455549261	1.700895698	3.457705086	2	1.0	0.74677079	6	3	79.48561679
0.472796865	1.944506506	0.0	10	0.630929754	0.94271659	6	4	81.25
0.65420428	2.900429589	0.892208314	10	0.59502817	0.93747683	7	14	84.73384225
0.655324121	2.612387702	0.799448895999999	1	0.911165835	0.98131445	5	10	88.75474318
0.504476591	2.704065924	0.257172761	1	0.506902785	1.0	7	13	79.71905581
0.520974381	2.502202589	0.012542709	10	0.653644216	0.981298456	6	7	80.85
0.618243999999999	2.528208193	0.0	1	0.630929754	0.982077748	7	5	70.41070746
0.460192967	1.989091338	0.748512357	10	0.809267663	0.97501277	5	6	73.36
0.485321105	2.38549554	1.221378505	1	0.856810168	0.949722747	7	13	84.73384225
0.69004405	3.139240235	0.921027566	1	0.922263326	0.979015376	8	3	82.6423210999999
0.463341842	2.21044126	1.994103932	1	0.643251583	0.960352703	8	8	77.84970535
0.534263925	1.57286211	3.907390698	10	1.0	0.856049462	5	1	71.77041369
0.555901	2.708161172	0.679713340999999	2	0.764199607	0.936492218	7	10	83.37135143
0.542469439	2.917789973	0.383444135	2	0.508997927	0.952423301	8	12	85.65261759
0.664623348	2.148897009	0.195213164	1	1.0	0.987586877	4	1	86.23191339
